id,title,artist,full_lyrics,reff_lyrics,emotion
40,bagaimana kalau ditolak,reality club,besok mau nyatakan perasaan. pada dia yang sudah lama kusuka. cemas kalau ditolak mentah. waswas persahabatan rusak. sudah disiapkan kata-kata. tapi tetap gelisah hati. takut dia merasa terganggu. keraguan menghinggapi jiwa. . bagaimana kalau aku ditolak. khawatir persahabatan berakhir. ketidakpastian perasaan mencekam. bimbang harus ngomong atau diam. gemetar memikirkan penolakan. terancam kehilangan dia selamanya. membayangkan tatapan kaget. dan jawaban yang menyakitkan. resah kalau sejak itu. dia menjauh dan menghindari,bagaimana kalau aku ditolak. khawatir persahabatan berakhir. ketidakpastian perasaan mencekam. bimbang harus ngomong atau diam. gemetar memikirkan penolakan. terancam kehilangan dia selamanya,takut
41,gelisah tanpa sebab,danilla,bangun pagi sudah resah. padahal tidak ada masalah. cemas tanpa alasan jelas. waswas sesuatu akan terjadi. jantung berdebar tidak karuan. padahal tidak melakukan apa-apa. gelisah menyelimuti jiwa. takut ada yang terlewat. . gelisah tanpa sebab yang jelas. khawatir sesuatu yang tidak terlihat. ketidakpastian perasaan mencekam. bimbang mengapa hati tidak tenang. gemetar meski tidak ada ancaman. terancam kewarasan diri. mencoba mencari alasan. mengapa hati selalu was-was. resah dengan diri sendiri. yang tidak bisa dijelaskan,gelisah tanpa sebab yang jelas. khawatir sesuatu yang tidak terlihat. ketidakpastian perasaan mencekam. bimbang mengapa hati tidak tenang. gemetar meski tidak ada ancaman. terancam kewarasan diri,takut
42,insomnia malam,isyana sarasvati,sudah jam dua malam. mata masih terbuka lebar. cemas tidak bisa tidur. waswas besok tidak fit. pikiran berputar-putar. memikirkan hal yang remeh. gelisah badan sudah capek. tapi otak tidak mau rest. . insomnia malam menyiksaku. khawatir besok tidak produktif. ketidakpastian tidur mencekam. bimbang minum obat atau tidak. gemetar karena kurang istirahat. terancam stres berkepanjangan. menghitung domba tidak mempan. susu hangat juga tidak berguna. resah melihat jam dinding. berputar tanpa ada henti,insomnia malam menyiksaku. khawatir besok tidak produktif. ketidakpastian tidur mencekam. bimbang minum obat atau tidak. gemetar karena kurang istirahat. terancam stres berkepanjangan,takut
43,serangan panik,teza sumendra,di tengah keramaian tiba-tiba. jantung berdebar sangat kencang. cemas tidak bisa bernapas. waswas akan pingsan di tempat. keringat dingin bercucuran. tangan gemetar tidak terkendali. gelisah merasa akan mati. takut tidak ada yang menolong. . serangan panik mencekam jiwa. khawatir tidak bisa survive. ketidakpastian serangan mencekam. bimbang harus lari atau bertahan. gemetar seluruh tubuh bergetar. terancam kehilangan kontrol diri. orang-orang memandang heran. melihat tingkah yang aneh. resah kalau dianggap gila. oleh orang yang tidak mengerti,serangan panik mencekam jiwa. khawatir tidak bisa survive. ketidakpastian serangan mencekam. bimbang harus lari atau bertahan. gemetar seluruh tubuh bergetar. terancam kehilangan kontrol diri,takut
44,overthinking berlebihan,teddy adhitya,pesan wa dibaca tapi tidak dibalas. langsung berpikir ada masalah. cemas kalau dia marah. waswas salah bicara kemarin. menganalisis setiap kata. yang pernah diucapkan. gelisah kalau menyinggung. takut persahabatan rusak. . overthinking berlebihan menyiksa. khawatir tentang hal sepele. ketidakpastian niat orang mencekam. bimbang antara kenyataan dan khayalan. gemetar memikirkan kemungkinan buruk. terancam stres karena pikiran sendiri. membuat skenario di kepala. yang belum tentu benar adanya. resah dengan asumsi-asumsi. yang tidak berdasar fakta,overthinking berlebihan menyiksa. khawatir tentang hal sepele. ketidakpastian niat orang mencekam. bimbang antara kenyataan dan khayalan. gemetar memikirkan kemungkinan buruk. terancam stres karena pikiran sendiri,takut
45,social anxiety,fiersa besari,diundang acara teman. tapi takut pergi sendiri. cemas tidak kenal siapa-siapa. waswas jadi aneh di sana. kalau bicara takut salah. kalau diam takut dianggap sombong. gelisah tidak tahu harus gimana. takut dinilai orang lain. . social anxiety menghantuiku. khawatir tidak diterima lingkungan. ketidakpastian interaksi mencekam. bimbang harus bergabung atau menghindar. gemetar kalau jadi pusat perhatian. terancam dikucilkan dari pergaulan. lebih nyaman di rumah sendiri. daripada bersosialisasi. resah kalau harus. bertemu orang banyak,social anxiety menghantuiku. khawatir tidak diterima lingkungan. ketidakpastian interaksi mencekam. bimbang harus bergabung atau menghindar. gemetar kalau jadi pusat perhatian. terancam dikucilkan dari pergaulan,takut
46,depresi tersembunyi,raisa,di depan orang selalu tersenyum. padahal hati sedang terluka. cemas kalau ketahuan. waswas dianggap lemah. sendirian di kamar menangis. tidak ada yang tahu penderitaan. gelisah menyembunyikan sakit. takut dikasihani orang. . depresi tersembunyi menyiksa batin. khawatir tidak ada yang memahami. ketidakpastian perasaan mencekam. bimbang harus cerita atau menyimpan. gemetar kalau topeng terbuka. terancam dijauhi semua orang. berpura-pura bahagia terus. padahal jiwa sudah lelah. resah dengan beban hidup. yang tidak bisa dibagi,depresi tersembunyi menyiksa batin. khawatir tidak ada yang memahami. ketidakpastian perasaan mencekam. bimbang harus cerita atau menyimpan. gemetar kalau topeng terbuka. terancam dijauhi semua orang,takut
47,perfeksionis berlebihan,rendy pandugo,tugas sudah dikerjakan berulang kali. tapi masih merasa kurang sempurna. cemas kalau masih ada kesalahan. waswas tidak memenuhi standar. tidak berani submit pekerjaan. takut dianggap tidak berkualitas. gelisah memikirkan detail. takut mengecewakan atasan. . perfeksionis berlebihan menyiksa. khawatir tidak pernah cukup baik. ketidakpastian kualitas mencekam. bimbang antara sempurna dan deadline. gemetar kalau ada yang salah. terancam stres karena standar tinggi. tidak pernah puas dengan hasil. selalu merasa bisa lebih baik. resah dengan ekspektasi. yang tidak realistis,perfeksionis berlebihan menyiksa. khawatir tidak pernah cukup baik. ketidakpastian kualitas mencekam. bimbang antara sempurna dan deadline. gemetar kalau ada yang salah. terancam stres karena standar tinggi,takut
48,fomo berkelanjutan,.feast,scroll media sosial terus menerus. melihat teman-teman having fun. cemas kalau ketinggalan update. waswas tidak diajak hangout. setiap ada acara takut tidak ikut. padahal uang tidak cukup. gelisah kalau terlewat sesuatu. takut dianggap tidak gaul. . fomo berkelanjutan menyiksa. khawatir ketinggalan dari yang lain. ketidakpastian prioritas mencekam. bimbang antara hemat dan bergaul. gemetar kalau tidak update status. terancam dilupakan teman-teman. tidak bisa menikmati kesendirian. selalu butuh validasi sosial. resah kalau tidak. mengikuti tren terbaru,fomo berkelanjutan menyiksa. khawatir ketinggalan dari yang lain. ketidakpastian prioritas mencekam. bimbang antara hemat dan bergaul. gemetar kalau tidak update status. terancam dilupakan teman-teman,takut
49,quarter life crisis,elephant kind,umur sudah seperempat abad. tapi merasa tidak mencapai apa-apa. cemas hidup tidak berarti. waswas menghabiskan waktu sia-sia. teman-teman sudah pada sukses. aku masih bingung mau apa. gelisah dengan pencapaian. takut menjadi pecundang hidup. . quarter life crisis menghantui. khawatir tidak punya tujuan hidup. ketidakpastian arah mencekam. bimbang antara ambisi dan realita. gemetar memikirkan masa depan. terancam hidup tanpa makna. membandingkan diri dengan orang lain. merasa selalu kurang berhasil. resah dengan ekspektasi. yang tidak tercapai,quarter life crisis menghantui. khawatir tidak punya tujuan hidup. ketidakpastian arah mencekam. bimbang antara ambisi dan realita. gemetar memikirkan masa depan. terancam hidup tanpa makna,takut
50,kesendirian mencekam,tulus,malam minggu sendirian di rumah. semua teman punya pasangan. cemas kalau hidup selamanya begini. waswas tidak ada yang peduli. social media penuh kebahagiaan orang. aku hanya bisa melihat dari jauh. gelisah dengan kesendirian. takut mati tidak ada yang tahu. . kesendirian mencekam jiwa. khawatir tidak berarti untuk siapa-siapa. ketidakpastian hubungan mencekam. bimbang harus mencari atau menunggu. gemetar memikirkan hari tua sendirian. terancam hidup tanpa cinta. berbicara dengan dinding kamar. karena tidak ada yang mendengar. resah dengan sunyi. yang memekakkan telinga,kesendirian mencekam jiwa. khawatir tidak berarti untuk siapa-siapa. ketidakpastian hubungan mencekam. bimbang harus mencari atau menunggu. gemetar memikirkan hari tua sendirian. terancam hidup tanpa cinta,takut
51,janji palsu,rizky febian,kau bilang akan setia selamanya. janji manis yang ternyata bohong. sudah percaya dengan sepenuh hati. tapi aku dikhianati begini. foto kita berdua kau hapus semua. chat romantis diganti nama lain. kesal rasanya dibohongi terus. jengkel dengan sikap palsumu. . janji palsu yang kau ucapkan. bikin aku marah dan kecewa. muak dengan kebohonganmu. dongkol hati ini tersiksa. benci pada semua janjimu. yang ternyata cuma omong kosong. sekarang aku tahu siapa dirimu. munafik dan tidak bisa dipercaya. sebel banget sama kelakuanmu. yang suka main-main dengan perasaan,janji palsu yang kau ucapkan. bikin aku marah dan kecewa. muak dengan kebohonganmu. dongkol hati ini tersiksa. benci pada semua janjimu. yang ternyata cuma omong kosong,marah
52,harapan hancur,raisa,berharap kau akan berubah. memperbaiki semua kesalahan. tapi nyatanya tetap begitu. tidak ada usaha sedikitpun. sudah sabar menunggu lama. berikan kesempatan berkali-kali. frustrasi dengan sikapmu. yang tidak pernah dewasa. . harapan hancur berkeping-keping. geram dengan sikap masa bodohmu. jengkel sudah memberikan segalanya. tapi kau tak pernah menghargai. muak dengan janji-janji kosong. kesal hati ini sudah lelah. sekarang aku tidak akan percaya. pada kata-kata manismu lagi. dongkol karena sudah tertipu. berulang kali oleh tingkahmu,harapan hancur berkeping-keping. geram dengan sikap masa bodohmu. jengkel sudah memberikan segalanya. tapi kau tak pernah menghargai. muak dengan janji-janji kosong. kesal hati ini sudah lelah,marah
53,dikhianati sahabat,noah,dia yang kusebut sahabat sejati. ternyata menusuk dari belakang. cerita rahasia yang kupercayakan. disebarkan ke semua orang. sudah berbagi suka dan duka. tapi dibalas dengan pengkhianatan. kesal rasanya dipermainkan. jengkel dengan kedok teman baik. . dikhianati sahabat yang kupercaya. marah karena diperlakukan begini. muak dengan wajah palsu yang kau pakai. dongkol hati terasa terbakar. benci pada sikap munafik. yang bersembunyi di balik senyuman. persahabatan ini sudah berakhir. tidak ada maaf untuk pengkhianatan. sebel dengan semua kenangan. yang ternyata cuma sandiwara,dikhianati sahabat yang kupercaya. marah karena diperlakukan begini. muak dengan wajah palsu yang kau pakai. dongkol hati terasa terbakar. benci pada sikap munafik. yang bersembunyi di balik senyuman,marah
54,cinta yang didustai,virgoun,katamu aku satu-satunya. tapi ternyata ada yang lain. sudah memberikan cinta tulus. tapi dibalas dengan kebohongan. chat dengan dia yang kau sembunyikan. janji bertemu yang kau bohongi. frustrasi dengan permainanmu. yang memperlakukan cinta seperti game. . cinta yang didustai membuatku murka. geram dengan sikap tidak jujurmu. jengkel sudah mempercayaimu. tapi kau khianati dengan mudah. muak dengan drama cintamu. kesal hati ini hancur berantakan. selingkuhan yang kau rahasiakan. terbongkar juga pada akhirnya. dongkol karena sudah tertipu. oleh aktor cinta yang hebat,cinta yang didustai membuatku murka. geram dengan sikap tidak jujurmu. jengkel sudah mempercayaimu. tapi kau khianati dengan mudah. muak dengan drama cintamu. kesal hati ini hancur berantakan,marah
55,keluarga yang mengecewakan,tulus,selama ini aku yang berjuang. bekerja keras untuk keluarga. tapi saat aku butuh dukungan. mereka malah menyalahkanku. tidak ada yang memahami. perjuangan dan pengorbananku. kesal dengan sikap egois. yang hanya melihat kesalahanku saja. . keluarga yang mengecewakan. bikin aku marah dan frustrasi. jengkel tidak ada yang peduli. dengan jerih payah yang kulakukan. muak dengan tuntutan mereka. dongkol hati terasa hampa. berharap ada yang mengerti. tapi yang ada hanya cercaan. sebel dengan ekspektasi tinggi. yang tidak pernah berterima kasih,keluarga yang mengecewakan. bikin aku marah dan frustrasi. jengkel tidak ada yang peduli. dengan jerih payah yang kulakukan. muak dengan tuntutan mereka. dongkol hati terasa hampa,marah
56,mimpi yang diremehkan,hindia,bercerita tentang cita-cita. yang ingin aku capai suatu hari. tapi mereka hanya tertawa. menganggap mimpi itu tidak realistis. dukungan yang kuharapkan. berubah jadi sindiran pedas. frustrasi dengan pandangan. yang meremehkan kemampuanku. . mimpi yang diremehkan membuatku geram. marah dengan sikap merendahkan. jengkel tidak ada yang percaya. pada potensi yang kumiliki. muak dengan pesimisme mereka. kesal dengan cercaan yang menyakitkan. suatu hari akan kubuktikan. bahwa mereka salah menilai. dongkol dengan hinaan. yang membuatku semakin termotivasi,mimpi yang diremehkan membuatku geram. marah dengan sikap merendahkan. jengkel tidak ada yang percaya. pada potensi yang kumiliki. muak dengan pesimisme mereka. kesal dengan cercaan yang menyakitkan,marah
57,dijanjikan promosi,sandhy sondoro,boss bilang akan ada promosi. kalau aku bekerja dengan baik. sudah lembur sampai larut malam. tapi janjinya tidak ditepati. posisi yang dijanjikan padaku. diberikan pada orang lain. kesal dengan kebohongan. yang membuatku bekerja keras sia-sia. . dijanjikan promosi tapi cuma omong. bikin aku marah dan kecewa berat. jengkel sudah mengorbankan waktu. tapi ditipu dengan iming-iming palsu. muak dengan sistem yang tidak adil. dongkol hati ini terasa diinjak. sekarang aku tahu motivasi palsu. yang diberikan atasan licik. sebel dengan permainan politik. yang merugikan orang jujur,dijanjikan promosi tapi cuma omong. bikin aku marah dan kecewa berat. jengkel sudah mengorbankan waktu. tapi ditipu dengan iming-iming palsu. muak dengan sistem yang tidak adil. dongkol hati ini terasa diinjak,marah
58,bantuan yang tidak datang,glen fredly,saat aku dalam kesulitan. berharap ada yang akan membantu. tapi semua orang berpaling. pura-pura tidak mendengar. yang dulu kusokong dengan ikhlas. sekarang tidak mau tahu urusan. frustrasi dengan sifat manusia. yang hanya ingat saat butuh saja. . bantuan yang tidak datang membuatku murka. geram dengan sikap tidak peduli. jengkel sudah baik pada semua orang. tapi saat butuh tidak ada yang membantu. muak dengan sifat egois manusia. kesal hati merasa sendirian. pelajaran berharga tentang kehidupan. bahwa tidak semua orang tulus. dongkol dengan harapan yang pupus. pada kebaikan sesama manusia,bantuan yang tidak datang membuatku murka. geram dengan sikap tidak peduli. jengkel sudah baik pada semua orang. tapi saat butuh tidak ada yang membantu. muak dengan sifat egois manusia. kesal hati merasa sendirian,marah
